# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam	s1-unshuffled-pe-trim.sorted.bam	s2-shuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-shuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-shuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-shuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam
ENSE00002047806	22	16653892	16654076	-	185	1	4	3	4	0	0	1	0	4	0	3	0	4	0	0
ENSE00003601172	22	16659497	16659628	-	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001725000	22	16654066	16654076	-	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003478233	22	16659497	16659628	-	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001620353	22	16659858	16659969	-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001740990	22	16661476	16661555	-	80	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001638194	22	16669462	16669620	-	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001685886	22;22	16670217;16670217	16670261;16670261	-;-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003625905	22;22	16671518;16671518	16671588;16671588	-;-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003620128	22	16673600	16673752	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001592270	22	16675123	16675540	-	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001769991	22	16669464	16669620	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001611736	22	16675123	16675452	-	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001745875	22	16671090	16671178	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003503074	22	16671518	16671588	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003633457	22	16673600	16673752	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001593736	22	16675123	16676046	-	924	1	2	19	4	3	0	1	0	2	0	19	0	4	0	3
ENSE00003521508	22	16677193	16677376	-	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003518483	22	16679292	16679493	-	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001790939	22	16676016	16676046	-	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003686527	22	16677193	16677376	-	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003579924	22	16679292	16679493	-	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003637368	22	16690103	16690280	-	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003611377	22	16690573	16690616	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003500841	22	16691975	16692139	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002568320	22	16694578	16694648	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003520301	22	16690103	16690280	-	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003484966	22	16690573	16690616	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003475019	22	16691975	16692139	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001596500	22	16694578	16694721	-	144	17	7	46	40	54	0	17	0	7	0	46	0	40	1	54
ENSE00001638598	22	16695004	16695144	-	141	120	48	248	258	283	5	120	7	48	4	248	3	258	3	283
ENSE00001745760	22	16695242	16695358	-	117	104	41	278	247	245	3	104	0	41	2	278	4	247	2	245
ENSE00001687710	22	16696778	16698156	-	1379	381	108	811	850	807	496	381	455	108	424	811	451	850	486	807
ENSE00001617518	22	16700314	16700449	-	136	133	47	298	258	287	2	133	3	47	2	298	4	258	2	287
ENSE00001688511	22	16701154	16701312	-	159	134	48	316	292	314	16	134	17	48	20	316	13	292	13	314
ENSE00001718001	22	16702043	16702203	-	161	130	44	328	304	329	24	130	16	44	18	328	26	304	25	329
ENSE00001775995	22	16703993	16704106	-	114	129	44	277	310	280	0	129	5	44	3	277	6	310	2	280
ENSE00001638969	22	16704309	16704477	-	169	136	41	308	337	324	27	136	29	41	32	308	13	337	20	324
ENSE00001677923	22	16746869	16747739	-	871	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
ENSE00001764059	22	16748276	16748645	-	370	0	0	5	2	0	0	0	0	0	0	5	0	2	0	0
ENSE00001305313	22	16783412	16784409	-	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001196508	22	16799771	16800024	-	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001303813	22	16807739	16808083	-	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001250637	22	16821607	16821699	-	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001769854	22	16827474	16828060	+	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001605777	22	16828542	16829335	+	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001761269	22	16827551	16828060	+	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001615012	22	16828542	16829209	+	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001776270	22	16837522	16837666	+	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003792651	22	16844399	16844525	+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003793472	22	16844865	16845076	+	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003796898	22	16845919	16846081	+	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003795972	22	16846305	16846357	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001782554	22	16855804	16856162	+	359	7	2	24	16	18	0	7	0	2	0	24	0	16	0	18
ENSE00001563441	22	16857619	16860718	-	3100	23	7	77	83	74	5	23	4	7	5	77	6	83	4	74
ENSE00001639792	22	16869478	16869626	+	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001730911	22	16870776	16871126	+	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001782881	22	16876218	16876421	-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001761918	22	16876552	16876902	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001595108	22	16897445	16897546	+	102	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0
ENSE00001700882	22	16904219	16904516	-	298	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSE00003688196	22	16904641	16904696	-	56	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00002124510	22	16914235	16914550	-	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002133944	22	16914931	16914981	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002130948	22	16921443	16921753	-	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002140028	22	16922125	16922173	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002112625	22	16925952	16926197	-	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002104092	22	16926378	16926444	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002135872	22	16933521	16933825	-	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003559999	22	16933949	16934003	-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003818302	22	16953895	16954090	+	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003822265	22	16955794	16955857	+	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003822054	22	16956217	16956808	+	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001543665	22	16961936	16962876	-	941	0	0	2	2	0	0	0	0	0	0	2	0	2	0	0
ENSE00003541852	22;22	16963725;16963725	16963829;16963829	-;-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003567406	22;22	16964766;16964766	16964862;16964862	-;-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003465094	22;22	16965178;16965178	16965268;16965268	-;-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001543672	22;22	16966100;16966100	16966364;16966364	-;-	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003654045	22;22	16968298;16968298	16968383;16968383	-;-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001543676	22	16969943	16970193	-	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001543677	22;22;22	16987960;16987960;16987960	16988167;16988167;16988167	-;-;-	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003670539	22;22;22;22	16991873;16991873;16991873;16991873	16992176;16992176;16992176;16992176	-;-;-;-	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001543684	22	17007941	17008222	-	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003848117	22	16962459	16962876	-	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003513343	22;22	16963725;16963725	16963829;16963829	-;-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003678162	22;22	16964766;16964766	16964862;16964862	-;-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003518217	22;22	16965178;16965178	16965268;16965268	-;-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003843382	22	16966100	16966364	-	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003532535	22;22	16968298;16968298	16968383;16968383	-;-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003576917	22;22	17007941;17007941	17007999;17007999	-;-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001907180	22	16962460	16962876	-	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001941007	22	16966100	16967481	-	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001943865	22	16987960	16988116	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003815573	22	16962733	16962876	-	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003829050	22	16969613	16970193	-	581	2	0	1	0	4	0	2	0	0	0	1	0	0	0	4
ENSE00003819060	22	17007941	17008114	-	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002113393	22	16966100	16966183	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003535787	22;22	16968298;16968298	16968383;16968383	-;-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002126213	22	16967301	16967445	-	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003494482	22	16991873	16992176	-	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003543343	22	17007941	17007999	-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003560300	22	17012404	17012932	+	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003745795	22	17021398	17022042	-	645	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00003720429	22	17022349	17022570	-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001773822	22	17036570	17037344	+	775	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
ENSE00001699373	22;22;22;22;22	17044873;17044873;17044873;17044873;17044873	17045000;17045000;17045000;17045000;17045000	+;+;+;+;+	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001726793	22;22;22;22	17047324;17047324;17047324;17047324	17047426;17047426;17047426;17047426	+;+;+;+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001609504	22	17057073	17058792	+	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001775054	22	17037212	17037344	+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001806354	22	17056377	17056558	+	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003710418	22	17037239	17037344	+	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003709737	22	17060595	17060825	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003705150	22	17037286	17037344	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003703516	22	17047324	17047430	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003704484	22	17058015	17060003	+	1989	7	0	11	11	17	2	7	3	0	0	11	0	11	0	17
ENSE00003794480	22	17046346	17046444	+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003703920	22	17067821	17070675	+	2855	0	0	9	7	8	0	0	0	0	0	9	0	7	0	8
ENSE00003708397	22	17080701	17081456	+	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001921243	22	17084954	17085229	+	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003469023	22	17097797	17097943	+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003662499	22	17098775	17098887	+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001863400	22	17100355	17100469	+	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001240049	22;22	17084959;17084959	17085229;17085229	+;+	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001239675	22;22	17097062;17097062	17097086;17097086	+;+	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003629316	22;22	17097797;17097797	17097943;17097943	+;+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003520443	22;22	17098775;17098775	17098887;17098887	+;+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001239660	22;22	17100355;17100355	17100481;17100481	+;+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001239658	22;22	17101996;17101996	17102043;17102043	+;+	48	0	1	2	4	1	0	0	0	1	0	2	0	4	0	1
ENSE00001239653	22;22	17102139;17102139	17102302;17102302	+;+	164	3	3	6	8	4	3	3	4	3	0	6	2	8	1	4
ENSE00001239646	22;22	17103494;17103494	17103577;17103577	+;+	84	4	3	10	4	10	0	4	2	3	0	10	0	4	0	10
ENSE00001239606	22;22	17104726;17104726	17104810;17104810	+;+	85	3	3	10	3	12	0	3	0	3	0	10	0	3	0	12
ENSE00001656252	22;22	17105591;17105591	17105602;17105602	+;+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001239625	22	17105853	17105954	+	102	1	2	1	5	2	0	1	0	2	0	1	0	5	0	2
ENSE00001239593	22;22	17107727;17107727	17107768;17107768	+;+	42	5	3	8	3	3	0	5	0	3	0	8	0	3	0	3
ENSE00001886659	22	17108307	17115693	+	7387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003727718	22	17108307	17115694	+	7388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001820825	22	17085057	17085229	+	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001945922	22	17097062	17097509	+	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001775728	22	17093612	17093939	-	328	111	50	246	209	248	0	111	0	50	0	246	0	209	0	248
ENSE00001540542	22	17116299	17120143	-	3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540546	22	17121252	17121367	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001310406	22	17116300	17121253	-	4954	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ENSE00001608757	22	17121586	17122039	+	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001741117	22	17122569	17122738	+	170	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSE00003754915	22;22	17124655;17124655	17124771;17124771	+;+	117	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
ENSE00001627055	22	17130362	17130443	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001755493	22	17121595	17122039	+	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001757804	22	17130362	17130484	+	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001719035	22	17131615	17132104	+	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001867638	22	17137511	17138357	-	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003611649	22;22	17138550;17138550	17138738;17138738	-;-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003579586	22;22;22	17141059;17141059;17141059	17141233;17141233;17141233	-;-;-	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650236	22;22;22	17143098;17143098;17143098	17143131;17143131;17143131	-;-;-	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650240	22;22	17145024;17145024	17145117;17145117	-;-	94	3	0	5	3	3	0	3	0	0	0	5	0	3	0	3
ENSE00003590818	22;22	17148448;17148448	17148560;17148560	-;-	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003684102	22;22	17149542;17149542	17149745;17149745	-;-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001359591	22	17165209	17165287	-	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001888325	22	17137520	17138357	-	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879002	22	17159126	17159277	-	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001847895	22	17137522	17138357	-	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003585399	22;22	17138550;17138550	17138738;17138738	-;-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001909530	22	17141059	17143647	-	2589	0	0	15	7	5	0	0	1	0	0	15	0	7	1	5
ENSE00001895549	22	17137579	17138357	-	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540426	22	17159126	17159255	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001880162	22	17137582	17138357	-	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003511552	22	17141059	17141233	-	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001949202	22	17141393	17141843	-	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003485416	22	17148448	17148560	-	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001912556	22	17158457	17158986	-	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001830967	22	17148449	17148560	-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003531859	22	17149542	17149745	-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001868250	22	17158457	17159168	-	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001312950	22	17159384	17159551	+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001739073	22	17165269	17165439	+	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001290640	22	17159399	17159837	+	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001614191	22	17165269	17165445	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540382	22;22	17178790;17178790	17181576;17181576	-;-	2787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650248	22;22;22;22;22;22;22;22	17181820;17181820;17181820;17181820;17181820;17181820;17181820;17181820	17182022;17182022;17182022;17182022;17182022;17182022;17182022;17182022	-;-;-;-;-;-;-;-	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650250	22;22;22;22;22;22;22;22	17182604;17182604;17182604;17182604;17182604;17182604;17182604;17182604	17182761;17182761;17182761;17182761;17182761;17182761;17182761;17182761	-;-;-;-;-;-;-;-	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650252	22;22;22;22;22;22;22;22	17188339;17188339;17188339;17188339;17188339;17188339;17188339;17188339	17188447;17188447;17188447;17188447;17188447;17188447;17188447;17188447	-;-;-;-;-;-;-;-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650260	22;22;22;22;22;22;22;22	17189942;17189942;17189942;17189942;17189942;17189942;17189942;17189942	17190032;17190032;17190032;17190032;17190032;17190032;17190032;17190032	-;-;-;-;-;-;-;-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003508775	22;22;22;22;22;22;22;22;22	17191683;17191683;17191683;17191683;17191683;17191683;17191683;17191683;17191683	17191810;17191810;17191810;17191810;17191810;17191810;17191810;17191810;17191810	-;-;-;-;-;-;-;-;-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650274	22;22;22;22;22;22;22	17203563;17203563;17203563;17203563;17203563;17203563;17203563	17203773;17203773;17203773;17203773;17203773;17203773;17203773	-;-;-;-;-;-;-	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000650281	22;22;22;22;22;22;22	17207071;17207071;17207071;17207071;17207071;17207071;17207071	17207290;17207290;17207290;17207290;17207290;17207290;17207290	-;-;-;-;-;-;-	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001714750	22;22;22	17209356;17209356;17209356	17209723;17209723;17209723	-;-;-	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540384	22;22	17219356;17219356	17219435;17219435	-;-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003753061	22	17207071	17207290	-	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002222024	22;22	17219356;17219356	17219585;17219585	-;-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001307273	22	17179304	17181576	-	2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540385	22	17209356	17209685	-	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001540386	22	17221727	17221989	-	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001298872	22;22	17179306;17179306	17181576;17181576	-;-	2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001318792	22	17199549	17199783	-	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001307122	22	17209356	17209889	-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837501	22	17179317	17181576	-	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003839213	22;22;22	17181820;17181820;17181820	17182022;17182022;17182022	-;-;-	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003834209	22;22;22	17182604;17182604;17182604	17182761;17182761;17182761	-;-;-	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003838546	22;22	17188339;17188339	17188447;17188447	-;-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003836836	22	17189942	17190032	-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003676886	22;22	17191683;17191683	17191810;17191810	-;-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837229	22	17198599	17198789	-	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003839494	22	17179322	17181576	-	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003833463	22	17188339	17188447	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003836169	22	17199549	17199596	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003835475	22	17180884	17181576	-	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003839449	22	17180990	17181576	-	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002274569	22;22	17209356;17209356	17209598;17209598	-;-	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003832704	22	17221727	17221848	-	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003834845	22	17181087	17181576	-	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003835790	22;22	17219356;17219356	17219434;17219434	-;-	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003833776	22	17181383	17181576	-	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003840100	22	17189942	17191810	-	1869	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ENSE00003839951	22;22	17203563;17203563	17203773;17203773	-;-	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837707	22	17203854	17203889	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003834395	22	17209356	17209504	-	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001844114	22	17182641	17182761	-	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001891359	22	17188339	17188727	-	389	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1
ENSE00001895842	22	17189784	17190032	-	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001922517	22	17198599	17198791	-	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837294	22	17191595	17191810	-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837767	22	17207071	17207290	-	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003833952	22	17209356	17209598	-	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003833411	22	17198857	17199279	-	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003834590	22	17199549	17199595	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
